Year,Month,Event Date and Time,Restoration Date and Time,Duration,Utility/Power Pool,NERC Region,Area Affected,Type of Disturbance,Loss (megawatts),Number of Customers Affected,ba_codes,eia_codes,timezone_shift,start_time,end_time
2017,5,05/03/2017  7:05 PM,05/03/2017  9:00 PM,"1 Hours, 55 Minutes",California ISO,WECC,California,Load shedding of 100 Megawatts or more implemented under emergency operational policy-Generation Inadequacy,878,Unknown,['CISO'],"['SCE', 'SDGE', 'VEA', 'PGAE']",8.0,2017-05-04 03:00:00,2017-05-04 05:00:00
2017,5,05/04/2017  5:00 AM,05/04/2017 10:00 PM,"17 Hours,  0 Minutes",Southern Company,SERC,Alabama: Georgia,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",200,60377,['SOCO'],['SOCO'],6.0,2017-05-04 11:00:00,2017-05-05 04:00:00
2017,5,05/07/2017 11:30 PM,05/08/2017  5:00 AM,"5 Hours, 30 Minutes",Owensboro Municipal Utilities,SERC,Kentucky: Daviess County,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system-Generation Inadequacy,80,0,['LGEE'],['LGEE'],6.0,2017-05-08 05:00:00,2017-05-08 11:00:00
2017,5,05/28/2017  7:30 PM,05/29/2017 10:00 PM,"26 Hours, 30 Minutes",American Electric Power - (SPP Reliability Region),TRE,Texas: Louisiana,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,103000,"['ERCO', 'SWPP']","['NRTH', 'SCEN', 'SOUT', 'COAS', 'FWES', 'WEST', 'NCEN', 'CSWS']",6.0,2017-05-29 01:00:00,2017-05-30 04:00:00
2017,5,05/28/2017  7:30 PM,05/29/2017 10:00 PM,"26 Hours, 30 Minutes","Southwest Power Pool, Inc.",SERC,Louisiana: Texas,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,103000,['SWPP'],['CSWS'],6.0,2017-05-29 01:00:00,2017-05-30 04:00:00
2017,6,06/11/2017  2:39 PM,06/11/2017  5:55 PM,"3 Hours, 16 Minutes",MISO,RFC,Michigan,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-Transmission Interruption,63,Unknown,['MISO'],['0027'],5.0,2017-06-11 19:00:00,2017-06-11 22:00:00
2017,7,07/07/2017  3:30 AM,07/08/2017  7:30 PM,"40 Hours,  0 Minutes",Consumers Energy Co,RFC,"Michigan: Kent County, Ottawa County, Muskegon County, Barry County, Oceana County, Eaton County","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,160000,['MISO'],['0027'],5.0,2017-07-07 08:00:00,2017-07-09 00:00:00
2017,7,07/08/2017  6:52 PM,07/09/2017  8:00 AM,"13 Hours,  8 Minutes",Los Angeles Department of Water & Power,WECC,California: Los Angeles County,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident-Transmission Interruption,645,176867,['LDWP'],['LDWP'],8.0,2017-07-09 02:00:00,2017-07-09 16:00:00
2017,7,07/22/2017 10:00 PM,07/23/2017 12:00 PM,"14 Hours,  0 Minutes",Kansas City Power & Light Co,SERC,"Missouri: Clay County, Jackson County, Lafayette County, Platte County; Kansas: Johnson County, Miami County, Wyandotte County","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,112540,['SWPP'],"['KCPL', 'MPS']",6.0,2017-07-23 04:00:00,2017-07-23 18:00:00
2017,8,08/21/2017 11:41 PM,08/22/2017 12:21 AM,"0 Hours, 40 Minutes",Pacific Gas & Electric Co,WECC,California: Plumas County,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-System Operations,1,2,['CISO'],['PGAE'],8.0,2017-08-22 07:00:00,2017-08-22 08:00:00
2017,8,08/25/2017  6:17 PM,09/02/2017  5:00 PM,"190 Hours, 43 Minutes",American Electric Power - Texas,TRE,"Texas: Matagorda County, Nueces County, Aransas County, Refugio County, San Patricio County, Calhoun County, Victoria County, Jackson County, Live Oak County, Jim Wells County, Bee County, Lavaca County","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,220400,['ERCO'],"['COAS', 'SCEN', 'SOUT']",6.0,2017-08-26 00:00:00,2017-09-02 23:00:00
2017,8,08/25/2017  6:30 PM,09/05/2017  5:00 PM,"262 Hours, 30 Minutes",ERCOT,TRE,Texas,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,330000,['ERCO'],"['NRTH', 'SCEN', 'SOUT', 'COAS', 'FWES', 'WEST', 'NCEN', 'EAST']",6.0,2017-08-26 00:00:00,2017-09-05 23:00:00
2017,8,08/26/2017 12:39 AM,08/26/2017 12:52 AM,"0 Hours, 13 Minutes",ERCOT,TRE,Texas,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-Severe Weather,Unknown,Unknown,['ERCO'],"['NRTH', 'SCEN', 'SOUT', 'COAS', 'FWES', 'WEST', 'NCEN', 'EAST']",6.0,2017-08-26 06:00:00,2017-08-26 06:00:00
2017,8,08/26/2017  6:26 AM,09/08/2017 12:00 AM,"305 Hours, 34 Minutes",CenterPoint Energy,TRE,Texas,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,1076868,['ERCO'],"['EAST', 'COAS', 'SCEN']",6.0,2017-08-26 12:00:00,2017-09-08 06:00:00
2017,8,08/27/2017  5:10 AM,09/08/2017 12:00 AM,"282 Hours, 50 Minutes",CenterPoint Energy,TRE,Texas: Harris County,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,1076868,['ERCO'],['COAS'],6.0,2017-08-27 11:00:00,2017-09-08 06:00:00
2017,8,08/31/2017  2:49 PM,08/31/2017  5:14 PM,"2 Hours, 25 Minutes",Southern California Edison Co,WECC,California: Los Angeles County,Load shedding of 100 Megawatts or more implemented under emergency operational policy-Severe Weather,100,0,['CISO'],['SCE'],8.0,2017-08-31 22:00:00,2017-09-01 01:00:00
2017,9,09/01/2017  3:41 PM,09/01/2017  8:30 PM,"4 Hours, 49 Minutes",Southern California Edison Co,WECC,California:,Load shedding of 100 Megawatts or more implemented under emergency operational policy-Severe Weather,337,0,['CISO'],['SCE'],8.0,2017-09-01 23:00:00,2017-09-02 04:00:00
2017,9,09/10/2017  6:35 PM,09/13/2017  5:00 PM,"70 Hours, 25 Minutes",Duke Energy Florida,FRCC,"Florida: Alachua County, Bay County, Brevard County, Citrus County, Columbia County, Dixie County, Flagler County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Leon County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Po","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",4500,1000000,['FPC'],['FPC'],5.0,2017-09-10 23:00:00,2017-09-13 22:00:00
2017,9,09/11/2017  2:27 AM,09/15/2017  8:44 PM,"114 Hours, 17 Minutes",Southern Company,SERC,Georgia:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",132,39659,['SOCO'],['SOCO'],6.0,2017-09-11 08:00:00,2017-09-16 02:00:00
2017,9,09/11/2017 12:55 PM,09/12/2017  8:00 AM,"19 Hours,  5 Minutes",South Carolina Electric and Gas,SERC,South Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",687,154832,['SCEG'],['SCEG'],5.0,2017-09-11 17:00:00,2017-09-12 13:00:00
2017,9,09/11/2017  5:30 PM,09/13/2017  9:30 AM,"40 Hours,  0 Minutes",Duke Energy Carolinas,SERC,North Carolina: South Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",365,265729,['DUK'],['DUK'],5.0,2017-09-11 22:00:00,2017-09-13 14:00:00
2017,10,10/09/2017  2:03 AM,10/17/2017  1:30 PM,"203 Hours, 27 Minutes",Pacific Gas & Electric Co,WECC,California:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather/Transmission Interruption",177,117900,['CISO'],['PGAE'],8.0,2017-10-09 10:00:00,2017-10-17 21:00:00
2017,10,10/16/2017  3:45 PM,10/16/2017  4:09 PM,"0 Hours, 24 Minutes",Bonneville Power Administration,WECC,Washington: Montana:,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-Transmission Interruption,0,0,['BPAT'],['BPAT'],8.0,2017-10-16 23:00:00,2017-10-17 00:00:00
2017,10,10/22/2017  8:45 AM,10/22/2017  2:00 PM,"5 Hours, 15 Minutes",Entergy Corp,SERC,Louisiana: Mississippi: Arkansas: Texas:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,Unknown,['MISO'],['8910'],6.0,2017-10-22 14:00:00,2017-10-22 20:00:00
2017,10,10/23/2017  5:50 PM,10/24/2017  6:17 PM,"24 Hours, 27 Minutes",Duke Energy Carolinas,SERC,North Carolina: South Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",440,115144,['DUK'],['DUK'],5.0,2017-10-23 22:00:00,2017-10-24 23:00:00
2017,10,10/26/2017  8:17 AM,10/26/2017  8:41 AM,"0 Hours, 24 Minutes",Bonneville Power Administration,WECC,Washington: Whatcom County; Montana:,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-Transmission Interruption,0,0,['BPAT'],['BPAT'],8.0,2017-10-26 16:00:00,2017-10-26 16:00:00
2017,10,10/29/2017 11:40 PM,11/01/2017  6:08 PM,"66 Hours, 28 Minutes",ISO New England,NPCC,Connecticut: Massachusetts: New Hampshire: Maine: Rhode Island: Vermont:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,310453,['ISNE'],"['4003', '4006', '4005', '4002', '4007', '4001', '4008']",5.0,2017-10-30 04:00:00,2017-11-01 23:00:00
2017,11,11/01/2017  3:40 PM,11/01/2017 10:00 PM,"6 Hours, 20 Minutes",Owensboro Municipal Utilities,SERC,Kentucky: Daviess County;,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system-Generation Inadequacy,0,0,['LGEE'],['LGEE'],6.0,2017-11-01 21:00:00,2017-11-02 04:00:00
2017,11,11/05/2017  7:35 PM,11/05/2017 11:09 PM,"3 Hours, 34 Minutes",Ohio Edison Co,RF,Ohio:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,89216,['PJM'],['ATSI'],5.0,2017-11-06 01:00:00,2017-11-06 05:00:00
2017,11,11/13/2017  2:00 AM,11/15/2017  8:17 AM,"54 Hours, 17 Minutes",Puget Sound Energy,WECC,"Washington: Island County, King County, Kitsap County, Thurston County, Skagit County, Whatcom County;","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,236100,['PSEI'],['PSEI'],8.0,2017-11-13 11:00:00,2017-11-15 17:00:00
2017,11,11/13/2017  4:33 PM,11/16/2017  6:00 AM,"61 Hours, 27 Minutes","Seattle City Light, Sytem Control Center",WECC,Washington: King County;,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",85,68430,['SCL'],['SCL'],8.0,2017-11-14 01:00:00,2017-11-16 15:00:00
2017,12,12/05/2017  6:30 AM,12/06/2017 10:00 AM,"27 Hours, 30 Minutes",Consumers Energy Co,RF,"Michigan: Oscoda County, Isabella County, Roscommon County, Ogemaw County;","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,117500,['MISO'],['0027'],5.0,2017-12-05 12:00:00,2017-12-06 16:00:00
2017,12,12/07/2017  8:00 PM,12/08/2017  5:00 PM,"21 Hours,  0 Minutes",CPS Energy,TRE,Texas: Bexar County;,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,88000,['ERCO'],"['SCEN', 'SOUT']",6.0,2017-12-08 03:00:00,2017-12-09 00:00:00
2017,12,12/08/2017  9:30 AM,12/08/2017 10:30 PM,"13 Hours,  0 Minutes",Entergy Corp,SERC,Louisiana: Mississippi:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,79000,['MISO'],['8910'],6.0,2017-12-08 16:00:00,2017-12-09 05:00:00
2017,12,12/08/2017 10:00 AM,12/10/2017  8:50 PM,"58 Hours, 50 Minutes",Southern Company,SERC,Alabama: Georgia: Mississippi:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",865,301872,['SOCO'],['SOCO'],6.0,2017-12-08 17:00:00,2017-12-11 03:00:00
2017,12,12/10/2017  1:25 AM,12/10/2017  2:30 AM,"1 Hours,  5 Minutes",Southern California Edison Co,WECC,"California: Ventura County, Santa Barbara County;","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather/Transmission Interruption",110,51323,['CISO'],['SCE'],8.0,2017-12-10 10:00:00,2017-12-10 11:00:00
2017,12,12/13/2017  9:55 AM,12/13/2017  2:45 PM,"4 Hours, 50 Minutes",Long Island Power Authority,NPCC,New York: Suffolk County;,Fuel supply emergencies that could impact electric power system adequacy or reliability-Fuel Supply Deficiency,0,0,['NYIS'],['ZONK'],5.0,2017-12-13 15:00:00,2017-12-13 20:00:00
2018,1,01/01/2018  6:21 PM,01/02/2018  6:11 PM,"23 Hours, 50 Minutes",Tennessee Valley Authority,SERC,Tennessee:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system-Severe Weather,Unknown,Unknown,['TVA'],['TVA'],6.0,2018-01-02 01:00:00,2018-01-03 01:00:00
2018,1,01/01/2018  9:37 PM,01/02/2018 10:30 AM,"12 Hours, 53 Minutes",Memphis Light Gas and Water Division,SERC,Tennessee:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system-System Operations,Unknown,Unknown,['TVA'],['TVA'],6.0,2018-01-02 04:00:00,2018-01-02 17:00:00
2018,1,01/02/2018  6:45 AM,01/02/2018  9:00 AM,"2 Hours, 15 Minutes",Duke Energy Progress,SERC,North Carolina: South Carolina:,System-wide voltage reductions of 3 percent or more-Severe Weather,14998,Unknown,"['CPLE', 'CPLW']","['CPLE', 'CPLW']",5.0,2018-01-02 12:00:00,2018-01-02 15:00:00
2018,1,01/15/2018  4:20 AM,01/18/2018  5:48 AM,"73 Hours, 28 Minutes",American Electric Power - Texas,TRE,Texas:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system-Severe Weather,Unknown,Unknown,['ERCO'],"['NRTH', 'SCEN', 'SOUT', 'COAS', 'FWES', 'WEST', 'NCEN']",6.0,2018-01-15 11:00:00,2018-01-18 12:00:00
2018,1,01/16/2018  1:57 PM,01/16/2018  2:32 PM,"0 Hours, 35 Minutes",ERCOT,TRE,Texas:,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-Severe Weather,Unknown,Unknown,['ERCO'],"['NRTH', 'SCEN', 'SOUT', 'COAS', 'FWES', 'WEST', 'NCEN', 'EAST']",6.0,2018-01-16 20:00:00,2018-01-16 21:00:00
2018,1,01/16/2018  3:00 PM,01/18/2018  1:00 PM,"46 Hours,  0 Minutes",Memphis Light Gas and Water Division,SERC,Tennessee: Shelby County;,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system-System Operations,Unknown,Unknown,['TVA'],['TVA'],6.0,2018-01-16 22:00:00,2018-01-18 20:00:00
2018,1,01/16/2018  3:00 PM,01/18/2018  1:00 PM,"46 Hours,  0 Minutes",Tennessee Valley Authority,SERC,Tennessee:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system-Severe Weather,Unknown,Unknown,['TVA'],['TVA'],6.0,2018-01-16 22:00:00,2018-01-18 20:00:00
2018,1,01/17/2018  5:10 AM,01/17/2018  1:00 PM,"7 Hours, 50 Minutes",Cooperative Energy,SERC,Mississippi:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system-System Operations,1788,420000,"['MISO', 'SOCO']","['8910', 'SOCO']",6.0,2018-01-17 12:00:00,2018-01-17 20:00:00
2018,1,01/18/2018  5:00 AM,01/18/2018  9:45 AM,"4 Hours, 45 Minutes",Cooperative Energy,SERC,Mississippi:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system-System Operations,1760,420000,"['MISO', 'SOCO']","['8910', 'SOCO']",6.0,2018-01-18 12:00:00,2018-01-18 16:00:00
2018,1,01/18/2018  5:00 AM,01/18/2018 11:00 AM,"6 Hours,  0 Minutes","Entergy Services, Inc.",SERC,Arkansas: Mississippi: Louisiana: Texas:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system-Severe Weather,31500,Unknown,['MISO'],['8910'],6.0,2018-01-18 12:00:00,2018-01-18 18:00:00
2018,2,02/08/2018  1:25 PM,02/08/2018  1:31 PM,"0 Hours,  6 Minutes",Pacific Gas & Electric Co,WECC,California:,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-System Operations,30,10900,['CISO'],['PGAE'],8.0,2018-02-08 22:00:00,2018-02-08 22:00:00
2018,3,03/01/2018 11:43 AM,03/01/2018 11:56 AM,"0 Hours, 13 Minutes",Pacific Gas & Electric Co,WECC,California:,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-Severe Weather,38,10898,['CISO'],['PGAE'],8.0,2018-03-01 20:00:00,2018-03-01 20:00:00
2018,3,03/01/2018  9:57 PM,03/02/2018 10:14 AM,"12 Hours, 17 Minutes",The Illuminating Company,RF,Ohio:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,86501,['PJM'],['ATSI'],5.0,2018-03-02 03:00:00,2018-03-02 16:00:00
2018,3,03/01/2018 10:20 PM,03/04/2018  8:00 PM,"69 Hours, 40 Minutes",Detroit Edison Co,RF,"Michigan: Wayne County, Washtenaw County, Oakland County, Macomb County, Monroe County;","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,95000,['MISO'],['0027'],5.0,2018-03-02 04:00:00,2018-03-05 02:00:00
2018,3,03/02/2018  8:00 AM,03/03/2018 11:00 PM,"39 Hours,  0 Minutes","American Electric Power - (RFC Reliability Region) (8400 Smiths Mill Road, New Albany Ohio 43054)",RF,Virginia: West Virginia:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,65198,['PJM'],['AEP'],5.0,2018-03-02 14:00:00,2018-03-04 05:00:00
2018,3,03/02/2018 12:00 PM,03/05/2018 12:00 AM,"60 Hours,  0 Minutes",Exelon Corporation/PECO,RF,Pennsylvania:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,630000,['PJM'],['PE'],5.0,2018-03-02 18:00:00,2018-03-05 06:00:00
2018,3,03/02/2018  1:51 PM,03/04/2018 12:11 PM,"46 Hours, 20 Minutes",Metropolitan Edison Co,RF,Pennsylvania:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,233136,['PJM'],['ME'],5.0,2018-03-02 19:00:00,2018-03-04 18:00:00
2018,3,03/02/2018  1:51 PM,03/05/2018  1:18 PM,"71 Hours, 27 Minutes",ISO New England,NPCC,Connecticut: Massachusetts: Rhode Island:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,325000,['ISNE'],"['4006', '4005', '4008', '4007']",5.0,2018-03-02 19:00:00,2018-03-05 19:00:00
2018,3,03/02/2018  3:10 PM,03/06/2018  4:57 AM,"85 Hours, 47 Minutes",Jersey Central Power & Lt Co,RF,Ohio:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,249322,['PJM'],['ATSI'],5.0,2018-03-02 21:00:00,2018-03-06 10:00:00
2018,3,03/02/2018  3:46 PM,03/04/2018  7:46 PM,"52 Hours,  0 Minutes",Consolidated Edison Co-NY Inc,NPCC,"New York: New York County, Westchester County;","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,72353,['NYIS'],"['ZONH', 'ZONG', 'ZONJ', 'ZONI']",5.0,2018-03-02 21:00:00,2018-03-05 01:00:00
