r,State,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
p48319,TX,0.013236307,0.012826395,0.01529935,0.011889483,0.010304328,0.010389476,0.01025151,0.010522767,0.009340712,0.010361649
p48327,TX,0.017018108,0.023455829,0.04589805,0.047412856,0.066978134,0.089982582,0.140592139,0.20635565,0.298902787,0.465606013
p48385,TX,0.013236307,0.013232673,0.016829285,0.01316232,0.011592369,0.011743732,0.011716012,0.012510734,0.012009487,0.013917824
p48453,TX,4.356635756,4.739139251,6.984153281,6.732436494,8.711021487,10.61570413,14.7035945,21.59751883,31.30472937,40.58804765
p48471,TX,0.145599372,0.143528012,0.17747246,0.140518546,0.127516062,0.132293073,0.139127637,0.147171409,0.138776294,0.161688646
p48473,TX,0.103999551,0.101359217,0.1223948,0.09637419,0.086298749,0.088067725,0.089334588,0.093637255,0.086735184,0.098002425
p48477,TX,0.092654146,0.090191045,0.108625385,0.085338102,0.075994421,0.078122823,0.080547579,0.08461774,0.078728859,0.089121011
p48491,TX,2.414680495,3.356696282,6.620028751,7.264193207,10.96766937,15.73004909,26.30098143,37.29757165,52.32133158,71.65960225
p48007,TX,0.119126759,0.127219593,0.182062265,0.161534226,0.184189867,0.222111382,0.303151799,0.393574665,0.503064065,0.73914262
p48013,TX,0.124799462,0.121631061,0.14687376,0.116320138,0.105619364,0.108826143,0.112766611,0.117689294,0.108085383,0.124069008
p48025,TX,0.130472165,0.174546419,0.331995895,0.357997023,0.530672904,0.73400489,1.183317167,1.707097581,2.433922693,3.595887477
p48029,TX,7.489858606,8.628047701,13.816843,14.65968865,21.35056811,24.82840102,32.11651666,43.49140972,58.23800549,68.98837485
p48047,TX,0.03970892,0.060011868,0.126984605,0.158914744,0.270488616,0.428880371,0.783508272,1.044173574,1.374419065,1.624125127
p48057,TX,0.064290632,0.063692585,0.07955662,0.062831973,0.056673805,0.058253553,0.060044559,0.063572206,0.060047435,0.068993416
p48061,TX,1.397375792,1.679644859,2.841089298,3.004147822,4.358730846,5.71113204,8.67277755,11.98310429,16.383609,21.27675549
p48127,TX,0.032145316,0.034283955,0.04895792,0.045764099,0.056673805,0.06670046,0.087870087,0.092134003,0.085400796,0.109031958
p48131,TX,0.037818019,0.042508841,0.065787205,0.061443077,0.075994421,0.091904618,0.125947124,0.166117987,0.216170765,0.324983737
p48163,TX,0.047272523,0.050393682,0.071906945,0.065695538,0.078570503,0.08127591,0.084941084,0.090096926,0.085400796,0.1167761
p48175,TX,0.037818019,0.05347832,0.10709545,0.117620718,0.177749662,0.264243243,0.45692445,0.688105572,1.019472005,1.443048522
p48215,TX,2.815551493,3.521758515,6.242134806,6.719947641,9.943676752,13.84028948,22.45812964,31.65411404,44.14287095,60.08528444
p48239,TX,0.035927118,0.035162739,0.04283818,0.03396166,0.030912985,0.031613002,0.032219032,0.034040982,0.032025299,0.036717061
p48247,TX,0.030254415,0.051314473,0.117804995,0.105558418,0.122363898,0.151327619,0.213817211,0.290243127,0.389641133,0.625236659
p48249,TX,0.22312631,0.318366029,0.642572701,0.711177067,1.083242506,1.437683255,2.215790684,3.159509039,4.455519667,6.263776565
p48255,TX,0.052945226,0.068369216,0.12545467,0.140444737,0.216390893,0.329767076,0.582871575,0.846468133,1.214292572,1.528703905
p48261,TX,0.001890901,0.001658223,0.001529935,0.001272837,0.001288041,0.001354256,0.001464501,0.001503252,0.001334387,0.001480236
p48273,TX,0.155053877,0.201384925,0.371774205,0.398640759,0.58734671,0.640214128,0.742502232,0.846004537,0.90738346,1.331218499
p48283,TX,0.018909009,0.01861362,0.022949025,0.017834224,0.015456492,0.015806501,0.016109516,0.017020491,0.016012649,0.018358531
p48297,TX,0.037818019,0.037633517,0.047427985,0.039457944,0.039929272,0.04376024,0.051257551,0.056491549,0.05737866,0.073777087
p48311,TX,0.001890901,0.001658223,0.001529935,0.001272837,0.001288041,0.001354256,0.001464501,0.001503252,0.001334387,0.001480236
p48321,TX,0.126690363,0.131414825,0.179002395,0.153955235,0.166157293,0.179144797,0.203565701,0.215738086,0.204161279,0.273536607
p48323,TX,0.232580815,0.365253463,0.795566201,0.978974216,1.643540354,2.546491758,4.564851,6.60171302,9.43411921,11.56552972
p48325,TX,0.156944778,0.175822589,0.270798495,0.268494776,0.360651488,0.398753009,0.474498468,0.659612039,0.90738346,1.117361025
p48355,TX,1.510829848,1.913209682,3.437763948,4.066383038,6.598634197,9.732002531,16.70703247,19.69676151,22.23623232,26.57944945
p48391,TX,0.045381622,0.064173984,0.12851454,0.141732082,0.215102852,0.290624028,0.45692445,0.663869863,0.952752633,1.398821905
p48409,TX,0.368725682,0.505365682,0.983748206,1.09526661,1.678317462,2.461243395,4.203119144,6.121348976,8.804288338,12.20897798
p48427,TX,0.109672254,0.109584104,0.139224085,0.112472612,0.106907405,0.114626139,0.128876127,0.139556927,0.137441906,0.169739663
p48463,TX,0.079417839,0.079396035,0.10097571,0.084426678,0.086298749,0.093847187,0.108373107,0.116572536,0.113422933,0.144286829
p48469,TX,0.30254415,0.342914668,0.537007185,0.51177944,0.651748761,0.777280488,1.044189529,1.396092776,1.844123444,2.795676034
p48479,TX,0.6069792,0.619233022,0.818515226,0.715362078,0.794721316,0.938717283,1.243361726,1.441548852,1.587921055,2.311910201
p48481,TX,0.151272075,0.173285581,0.2753883,0.251760572,0.301401601,0.34846072,0.44667294,0.467701561,0.432341531,0.567760422
p48489,TX,0.064290632,0.081162496,0.145343825,0.155313844,0.227983262,0.317948385,0.51696901,0.731804497,1.024809555,1.425737037
p48493,TX,0.115344957,0.117808991,0.15605337,0.12940992,0.130092144,0.13322329,0.136198634,0.143195475,0.133438744,0.16232044
p48505,TX,0.043490722,0.050733728,0.08261649,0.082574817,0.11205957,0.11737572,0.125947124,0.133157423,0.125432419,0.178458563
p48507,TX,0.028363514,0.031373785,0.047427985,0.044071819,0.054097723,0.067993113,0.098121597,0.122530051,0.149451393,0.215825463
p48071,TX,0.102108651,0.103763764,0.136164215,0.117057472,0.126228021,0.14116402,0.171346669,0.185090104,0.181476692,0.203694856
p48199,TX,0.130472165,0.128230839,0.157583305,0.123971666,0.110771529,0.113798594,0.117160115,0.124622622,0.118760482,0.135910892
p48241,TX,0.102108651,0.101732379,0.12851454,0.105240526,0.103043282,0.110118797,0.123018121,0.130150918,0.122763645,0.152861368
p48245,TX,0.712869653,0.689748302,0.820045161,0.644071247,0.573178258,0.586194795,0.597516589,0.623990704,0.5737866,0.649606785
p48291,TX,0.164508381,0.161329078,0.197361615,0.15496821,0.13782039,0.141348827,0.144985643,0.153669132,0.145448231,0.166111308
p48339,TX,1.282030834,1.244939801,1.491686626,1.175163395,1.053617563,1.082440898,1.114485599,1.169180237,1.08485699,1.235599529
p48347,TX,0.276071537,0.374953212,0.723659256,0.804642899,1.231367225,1.789924442,3.031517989,4.542608821,6.70129373,9.562786736
p48351,TX,0.035927118,0.035162739,0.04283818,0.033542217,0.029624944,0.03070332,0.032219032,0.034040982,0.032025299,0.036717061
p48361,TX,0.204217301,0.199401988,0.24172973,0.189363821,0.167445334,0.172052147,0.177204675,0.187710114,0.17747353,0.201636963
p48373,TX,0.132363066,0.13029534,0.160643175,0.126936783,0.114635652,0.118305937,0.123018121,0.130635632,0.124098032,0.142427538
p48403,TX,0.041599821,0.041356241,0.05201779,0.041179239,0.03735319,0.038828857,0.04100604,0.044029925,0.042700398,0.049750353
p48405,TX,0.028363514,0.028123568,0.035188505,0.027597476,0.02447278,0.025286295,0.026361026,0.028027972,0.026687749,0.030200416
p48407,TX,0.064290632,0.063692585,0.07955662,0.06241253,0.055385764,0.056899297,0.058580058,0.063038382,0.061381822,0.069282244
p48419,TX,0.075636037,0.077704696,0.10403558,0.085714022,0.085010708,0.086713469,0.087870087,0.091649288,0.084066409,0.100998986
p48455,TX,0.045381622,0.044672688,0.05507766,0.043305469,0.038641231,0.03973854,0.04100604,0.044029925,0.042700398,0.048558946
p48457,TX,0.054836127,0.053776359,0.065787205,0.051795884,0.046369477,0.047419503,0.048328548,0.051546187,0.049372335,0.056555827
p48039,TX,1.786901384,2.595308314,5.318054065,5.925987567,9.088417508,13.44654399,23.15083882,33.7301076,48.53167124,65.9057132
p48157,TX,3.216422492,4.685043361,9.623291159,11.14232059,17.73246086,26.5467937,46.19476904,64.05345185,87.88942882,118.3608214
p48167,TX,1.77744688,2.456195999,4.817765319,5.37806475,8.262783208,12.20013323,20.96580267,30.46450803,43.72520768,59.58503709
p48201,TX,21.75859707,30.36999074,60.11573601,68.80924765,108.3294028,162.4365154,283.0632325,398.6138669,555.3987408,722.630304
p49001,UT,0.169229277,0.334613894,0.766623382,1.256399886,1.563395567,1.801226022,2.131032102,2.609874839,3.176140821,3.54951068
p49003,UT,0.820761993,1.767595796,4.375154702,7.239309881,9.093942472,10.42114558,12.26291097,14.68827441,17.48609892,19.57754255
p49005,UT,1.171912743,2.445498307,5.891344332,9.862153576,12.52919768,14.49523913,17.22021862,20.59693227,24.48515833,27.43717596
p49007,UT,0.332112456,0.649862336,1.473546797,2.496257306,3.207260023,3.78018057,4.572704892,5.615039669,6.850839503,7.664051401
p49011,UT,3.17939504,6.523023945,15.47650565,24.64245667,29.76678336,33.99667086,39.86925308,47.76910698,56.88564456,63.82352324
p49015,UT,0.213651962,0.404006714,0.884128078,1.421574607,1.734870938,1.973043848,2.303918437,2.808864119,3.403283013,3.816665449
p49017,UT,0.006346098,0.011642683,0.024638081,0.039050042,0.046940186,0.055564721,0.067490388,0.082851556,0.101059026,0.115582413
p49019,UT,0.291920503,0.548295549,1.191156478,1.917589589,2.343177424,2.672769995,3.130444554,3.82757352,4.650640135,5.216660518
p49021,UT,1.307296164,2.538654864,5.712244432,9.150478471,11.123866,12.65276473,14.77669678,17.64127436,20.93173047,23.39225427
p49023,UT,0.148075617,0.248981321,0.471914022,0.706926772,0.797025191,0.892418485,1.025299176,1.204772518,1.406164163,1.596159649
p49025,UT,0.012692196,0.023911536,0.052119019,0.083509446,0.101544075,0.119842022,0.14515056,0.177857384,0.216555056,0.247294096
p49027,UT,0.192498302,0.402280972,0.970361363,1.689773485,2.226305942,2.576181399,3.061105114,3.701021792,4.447559616,4.969961835
p49031,UT,0.002115366,0.003533022,0.00663333,0.010439408,0.012453519,0.014597976,0.017565991,0.02143202,0.025986607,0.029568191
p49035,UT,7.619548192,15.62052184,37.03482695,63.88386168,83.45677596,97.41404165,116.73988,142.8467749,173.6935168,194.8074008
p49037,UT,0.310958796,0.540226565,1.069861308,1.662655038,1.956160384,2.232589099,2.616408177,3.247854282,4.003862368,4.49674668
p49039,UT,0.564802712,1.249722888,3.162202997,5.01925512,6.042830413,6.927171944,8.154318064,9.740987193,11.56500245,12.9291896
p49041,UT,0.723455159,1.259222014,2.499817653,3.906380867,4.624087255,5.238520905,6.092625401,7.174902613,8.393673968,9.389874866
p49045,UT,1.040760053,2.323716082,5.921668124,9.735245203,12.15176027,14.01441623,16.5970882,19.86992062,23.64299977,26.42454443
p49049,UT,6.483596671,11.4486208,23.14558232,35.79880321,41.89363659,47.24732973,54.69494973,64.59662379,75.79715698,85.03640272
p49053,UT,1.044990785,2.026045873,4.551411746,7.589325404,9.605494698,11.2361233,13.49345489,16.45985557,19.95386409,22.44595722
p49055,UT,0.004230732,0.007066044,0.013266659,0.020493681,0.023949074,0.028253558,0.034207457,0.041905199,0.051010747,0.058061097
p49057,UT,1.97998254,3.874427587,8.785371288,14.23735529,17.5163529,20.02951871,23.51808876,28.16548724,33.52561006,37.73492613
p49009,UT,0,0.00062617,0.002842856,0.004253955,0.004789815,0.005885396,0.007396207,0.008875994,0.010587136,0.012363635
p49013,UT,0.006346098,0.012268853,0.027480937,0.043689132,0.052687963,0.062001371,0.074886594,0.091325795,0.110683695,0.12633526
p49029,UT,0.038076587,0.073195673,0.162990385,0.272521806,0.345824632,0.41139212,0.502017541,0.621892944,0.765161198,0.871987464
p49033,UT,0.084614638,0.16991599,0.395156922,0.676799774,0.878452043,1.036277922,1.254581589,1.518898524,1.827724672,2.049462778
p49043,UT,0.408265631,0.746160052,1.572099123,2.53884254,3.112421689,3.638773213,4.367460151,5.28285578,6.351319174,7.259132403
p49047,UT,0.51826466,0.920693359,1.875337049,2.935469308,3.481237432,3.879559524,4.434950539,5.195765093,6.045254695,6.755470021
p49051,UT,0.10999903,0.216069275,0.491814011,0.834528841,1.073876489,1.260600002,1.518995984,1.832499061,2.197311968,2.459694609
p51003,VA,0.088290961,0.103228988,0.099737216,0.198351735,0.313149399,0.501071995,0.774104904,1.070588202,1.209592695,2.558366661
p51005,VA,0.019620214,0.02343591,0.02346758,0.036173673,0.046272935,0.073992393,0.114228919,0.156761431,0.175705361,0.370487407
p51007,VA,0,0,0,0,0,0,0,0,0,0
p51011,VA,0.019620214,0.023994061,0.024934304,0.04103613,0.055957968,0.090292634,0.140746346,0.192300815,0.214545493,0.456857163
p51013,VA,0.213369822,0.274958968,0.308011989,0.514602011,0.711311865,1.100952655,1.638981003,2.352651409,2.757649401,6.159017571
p51015,VA,0.183939502,0.245386617,0.287477857,0.413144664,0.488556107,0.736540752,1.062736904,1.566890993,1.882821657,3.879240767
p51017,VA,0.002452527,0.002371337,0.001466724,0.001977512,0.00215223,0.003056961,0.004079604,0.006089411,0.00739812,0.015176868
p51025,VA,0.002452527,0.002929489,0.002933448,0.003542888,0.003228344,0.005221421,0.008159208,0.011370465,0.012946711,0.028232319
p51029,VA,0.019620214,0.02343591,0.02346758,0.038234348,0.051653509,0.082588764,0.127487632,0.178168732,0.203448313,0.42740066
p51031,VA,0.129983915,0.1747982,0.20680805,0.301084441,0.361574564,0.55300016,0.811841244,1.164099701,1.363103694,2.871613859
p51033,VA,0.049050534,0.073659862,0.098270492,0.172470387,0.248582513,0.390601774,0.591542615,0.835271505,0.96360519,2.45688081
p51036,VA,0.004905053,0.006417129,0.007333619,0.012360369,0.017217836,0.027635585,0.042835845,0.059088671,0.066583084,0.139937408
p51037,VA,0.004905053,0.006417129,0.007333619,0.013596774,0.020446181,0.030313088,0.042835845,0.063938816,0.077680265,0.159357109
p51041,VA,0.961390464,1.742790809,2.71197223,4.335205597,5.751833461,9.630890825,15.5891877,20.88774061,22.82135208,48.63015786
p51047,VA,0.071123274,0.083280718,0.080669807,0.148740247,0.222755758,0.355826181,0.54870677,0.795583415,0.941410828,2.028278826
p51049,VA,0.012262633,0.014089292,0.013200514,0.016973335,0.017217836,0.026999605,0.040796042,0.058469038,0.068432614,0.143731625
p51053,VA,0.009810107,0.034602162,0.071869464,0.148002825,0.23889748,0.37652746,0.572164495,0.769162356,0.843385732,2.770644983
p51057,VA,0.208464769,0.327705887,0.456151089,0.660340992,0.787716014,1.438745355,2.519155618,3.40049221,3.745298482,7.937554854
p51059,VA,1.26915091,1.801520282,2.268390358,4.136468565,6.143594291,10.48413878,17.28372768,23.99666434,27.22036841,63.48588334
p51061,VA,0.134888968,0.170610453,0.186273917,0.351292812,0.534829042,0.820072836,1.207562855,1.714354695,1.988244873,4.316320833
p51065,VA,0.024525267,0.029853038,0.030801199,0.055128204,0.080708608,0.128309593,0.196840905,0.269563356,0.301473409,0.636858156
p51073,VA,0.026977794,0.031108073,0.029334475,0.034604612,0.030131214,0.048203278,0.074452777,0.103856534,0.118369927,0.251193882
p51075,VA,0.090743488,0.129042684,0.162806337,0.25535955,0.332519465,0.62239161,1.111692155,1.521943726,1.701567705,4.061104579
p51081,VA,0.004905053,0.005300826,0.004400171,0.006756805,0.008608918,0.014771761,0.024477625,0.035728109,0.042539193,0.088939788
p51083,VA,0.024525267,0.068923636,0.133471862,0.274744636,0.443359286,0.701599627,1.070896113,1.45296604,1.6090912,5.318366427
p51085,VA,0.154509182,0.181767032,0.177473575,0.341488418,0.527296239,0.83576662,1.277936028,1.812121817,2.09921668,4.646014694
p51087,VA,0.63029936,0.721063969,0.670292758,1.049206526,1.363437417,2.36014705,3.942937497,6.045470556,7.516490385,16.95031003
p51091,VA,0.004905053,0.005858977,0.005866895,0.008322182,0.009685033,0.015664262,0.024477625,0.034111394,0.038840132,0.081351355
p51093,VA,0.01471516,0.016460629,0.014667238,0.017302306,0.015065607,0.024260634,0.037736339,0.053093622,0.061034494,0.130227559
p51095,VA,0.095648541,0.110901151,0.105604111,0.155569164,0.1893962,0.31575705,0.508930629,0.741870161,0.882225865,1.833260652
p51097,VA,0.009810107,0.011717955,0.01173379,0.020765715,0.030131214,0.046931319,0.070373173,0.09857548,0.112821337,0.234792829
p51099,VA,0.019620214,0.030691878,0.042534989,0.086197296,0.137742691,0.218540759,0.334527548,0.45810547,0.512319842,1.482580675
p51101,VA,0.01471516,0.023158446,0.032267923,0.046802338,0.055957968,0.118911709,0.232537442,0.319612273,0.358808842,0.941832569
p51103,VA,0.01471516,0.033763323,0.060135674,0.114873057,0.176482823,0.357515341,0.677214304,0.911414255,1.000595792,2.825505288
p51107,VA,0.797071176,1.404744611,2.142883412,3.347026653,4.339970879,7.569240278,12.73244483,17.1021782,18.73574006,42.55552511
p51109,VA,0.071123274,0.096676352,0.115871177,0.219692228,0.335747809,0.588818285,0.995423434,1.377496382,1.557304356,4.103061426
p51111,VA,0,0,0,0,0,0,0,0,0,0
p51115,VA,0.017167687,0.023855329,0.029334475,0.053562827,0.079632493,0.127417092,0.196840905,0.271988429,0.307021999,0.777046468
p51117,VA,0.046598007,0.059009194,0.064535845,0.097313891,0.121600969,0.18670984,0.275373286,0.398101524,0.469780649,1.028970312
p51119,VA,0.019620214,0.025110364,0.027867751,0.040869803,0.04950128,0.079531803,0.123408028,0.170462606,0.192351132,0.448128178
p51127,VA,0.019620214,0.022877758,0.022000856,0.037081107,0.051653509,0.083860723,0.131567237,0.187491573,0.218244554,0.517975222
p51133,VA,0.004905053,0.005858977,0.005866895,0.006673641,0.005380574,0.008596371,0.013258714,0.018173871,0.020344831,0.043409187
p51135,VA,0,0,0,0,0,0,0,0,0,0
p51137,VA,0.051503061,0.122357765,0.221475288,0.463458303,0.755432571,1.634245137,3.232066458,4.343363158,4.760690515,11.59970386
p51143,VA,0.063765694,0.074492252,0.071869464,0.133165961,0.200157348,0.314188399,0.475273894,0.715883246,0.876677274,1.828569204
p51145,VA,0.019620214,0.036273392,0.057202227,0.103087467,0.151732183,0.234595128,0.348806162,0.486693627,0.554859034,1.589921273
p51147,VA,0.00735758,0.01046292,0.013200514,0.028100983,0.046272935,0.077490279,0.12544783,0.187249389,0.227492204,0.466688674
p51149,VA,0.041692954,0.061522487,0.080669807,0.148740247,0.222755758,0.348512417,0.525249046,0.734701861,0.839686672,2.047097807
p51153,VA,2.486862068,3.68660979,4.856322366,6.775863996,7.72219961,11.68512462,16.936477,24.82831804,29.67940975,65.1079471
p51159,VA,0.023506794,0.026725053,0.024560077,0.043480474,0.06310862,0.130428063,0.250452978,0.36477329,0.433441461,1.018843974
p51163,VA,0.00735758,0.008230315,0.007333619,0.009063288,0.008608918,0.014135782,0.022437823,0.033491761,0.040689663,0.095182377
p51165,VA,0.210917296,0.261424603,0.27721079,0.398477812,0.471338271,0.713357024,1.034179675,1.504056178,1.78479656,3.694875282
p51171,VA,0.061313167,0.071562764,0.068936017,0.107367777,0.138818806,0.222613157,0.344726558,0.477370786,0.540062793,1.144712939
p51175,VA,0.00735758,0.008230315,0.007333619,0.009063288,0.008608918,0.014771761,0.024477625,0.037344824,0.046238253,0.103219425
p51177,VA,0.103006121,0.132527099,0.1481391,0.329139101,0.555275223,0.884728813,1.360548014,1.866722,2.091818559,5.954023256
p51179,VA,1.118352173,1.742739218,2.406893688,3.518342228,4.245272779,7.10561464,11.49734465,15.90772011,17.98113177,37.22528203
p51181,VA,0.002452527,0.002929489,0.002933448,0.003542888,0.003228344,0.004903431,0.007139307,0.009848112,0.011097181,0.024438102
p51183,VA,0.009810107,0.011717955,0.01173379,0.02117785,0.031207328,0.049731759,0.076492579,0.109326312,0.127617578,0.276856169
p51193,VA,0.026977794,0.03389883,0.036668094,0.054795548,0.067795231,0.103608033,0.151965258,0.221172058,0.262633276,0.568889207
p51199,VA,0.181486975,0.243573431,0.287477857,0.461364471,0.614461535,0.928728534,1.344229597,1.957959483,2.326708884,4.841709637
p51510,VA,0.103006121,0.167690637,0.240542696,0.426933555,0.620918224,0.992275659,1.530871491,2.137930419,2.439530221,7.309691532
p51530,VA,0.00735758,0.008230315,0.007333619,0.011536099,0.015065607,0.023624654,0.035696537,0.049240559,0.055485903,0.147282522
p51540,VA,0.100553594,0.11341122,0.102670663,0.184172813,0.270104808,0.452970355,0.734328763,1.077501763,1.28912249,2.743264395
p51550,VA,0.385046691,0.603374636,0.837499266,1.425896439,2.003725707,3.408554432,5.602316521,7.636378635,8.498590876,20.92221612
p51570,VA,0.0367879,0.04784939,0.054268779,0.096659633,0.140971035,0.208498673,0.293731505,0.433587449,0.521567492,1.073314755
p51580,VA,0.009810107,0.011717955,0.01173379,0.024062795,0.038740132,0.061067101,0.092810996,0.131258883,0.151661469,0.316144184
p51590,VA,1.245883561,2.675926432,4.611379498,5.949821019,6.068211204,9.605823422,14.66719714,19.75889113,21.71533307,46.03000161
p51595,VA,0.004905053,0.005858977,0.005866895,0.009970722,0.013989492,0.022414164,0.034676636,0.047718206,0.053636373,0.130105899
p51600,VA,0.023330658,0.033117144,0.041699562,0.076040233,0.112936998,0.192728736,0.317724807,0.441127961,0.500388948,1.1670538
p51610,VA,0.046598007,0.066265162,0.083603254,0.152283135,0.225984102,0.343876157,0.501791321,0.715854898,0.834138082,2.104299989
p51620,VA,0.008965106,0.010927224,0.011297544,0.019966772,0.028940733,0.046337321,0.071634796,0.104920376,0.125317717,0.291151377
p51630,VA,0.068670747,0.074211564,0.061602398,0.116438434,0.177558938,0.299261755,0.487512707,0.714750898,0.854482913,1.823185821
p51650,VA,0.125078861,0.202986458,0.290411304,0.476859277,0.648897208,1.522356296,3.15659378,4.250109635,4.668214009,11.9971461
p51660,VA,0.085838434,0.106997316,0.114404453,0.219363257,0.337900039,0.49679632,0.694552622,1.029447011,1.242884237,2.55473213
p51670,VA,0.02943032,0.04520059,0.061602398,0.091298192,0.111915936,0.17931331,0.277413088,0.381745649,0.429090987,1.199763263
p51678,VA,0.00735758,0.008788466,0.008800343,0.016398556,0.02475064,0.040560876,0.064253767,0.089441363,0.101724156,0.292321967
p51683,VA,0.152056655,0.195023933,0.217075116,0.406833151,0.616613765,0.927651629,1.335050487,1.97659261,2.384044318,4.939256751
p51685,VA,0.009810107,0.011159803,0.010267066,0.014666852,0.017217836,0.028271564,0.044875647,0.066175164,0.079529795,0.174860931
p51700,VA,0.179034449,0.294784628,0.426816614,0.867659684,1.389264172,2.200312935,3.361593893,4.580353265,5.095455465,14.87929835
p51710,VA,0.581248827,0.738382784,0.811098239,1.431102604,2.071520938,3.754788619,6.532466288,9.307689488,10.83269788,25.9530739
p51730,VA,0.063765694,0.072817798,0.067469293,0.088080591,0.091469756,0.149636202,0.236617046,0.361269415,0.447586288,1.040314937
p51735,VA,0.085838434,0.150533125,0.228808906,0.350529601,0.445511516,0.797509585,1.372786826,1.835680423,2.001191584,4.204037885
p51740,VA,0.127531388,0.227683851,0.350546978,0.644897763,0.964198836,1.530421292,2.343732635,3.220291647,3.613981844,11.91707948
p51760,VA,0.59698246,0.678713902,0.623731825,1.104237393,1.602717049,3.312372878,6.360545692,9.26384346,11.00775183,25.87473193
p51790,VA,0.056408114,0.101425475,0.156939442,0.272589744,0.389553548,0.711986797,1.247338996,1.692082341,1.873574006,4.852240556
p51800,VA,0.083385908,0.095137405,0.088003426,0.128129808,0.153884413,0.24782776,0.385522601,0.547156829,0.634388829,1.371674016
p51810,VA,0.797071176,1.105575464,1.356719477,2.225260131,3.024958627,4.706129336,7.047516323,10.03929318,11.6816322,26.93014948
p51820,VA,0.034335374,0.044919902,0.051335332,0.098886636,0.152808298,0.24598129,0.382462897,0.52965605,0.599247757,1.368168728
p51830,VA,0.034335374,0.036547631,0.029334475,0.045320125,0.058110198,0.105433205,0.183582191,0.29584915,0.382852734,0.838932515
p51043,VA,0.071123274,0.089978535,0.098270492,0.130432607,0.138818806,0.209575579,0.302910615,0.444863551,0.532664673,1.121172068
p51069,VA,0.166771815,0.235485073,0.294811476,0.57387367,0.893175261,1.358629874,1.981667759,2.832635992,3.306959845,7.786067415
p51079,VA,0.061313167,0.097237728,0.13640531,0.218115799,0.289474874,0.576515898,1.079055321,1.4853538,1.670125693,4.255887017
p51113,VA,0.026977794,0.038364041,0.048401884,0.092870937,0.143123265,0.223003264,0.334527548,0.468614118,0.536363733,1.309422988
p51139,VA,0.0367879,0.043942331,0.044001713,0.063446701,0.075328034,0.117487293,0.176442883,0.254475094,0.299623879,0.624699936
p51157,VA,0.01471516,0.020367689,0.024934304,0.043508941,0.062414657,0.103597384,0.166243873,0.231167991,0.262633276,0.665911654
p51187,VA,0.088290961,0.138950677,0.193607536,0.399508935,0.645668864,0.991497871,1.46253812,2.055333365,2.360000426,6.253264582
p51840,VA,0.078480854,0.084813216,0.07040274,0.118412261,0.16464556,0.293639578,0.503831124,0.773867916,0.96360519,2.095555838
p51009,VA,0.009810107,0.010043501,0.007333619,0.010299693,0.011837263,0.020947151,0.035696537,0.057324134,0.073981205,0.16515108
p51019,VA,0.02207274,0.024690944,0.022000856,0.033784026,0.043044591,0.066863033,0.099950304,0.150807285,0.184953011,0.394476893
p51021,VA,0.002452527,0.002929489,0.002933448,0.003542888,0.003228344,0.004903431,0.007139307,0.011464827,0.014796241,0.032026535
p51023,VA,0.02207274,0.021342036,0.013200514,0.017797605,0.019370066,0.030692546,0.046915449,0.074070015,0.094326036,0.206887466
p51027,VA,0.00735758,0.007672163,0.005866895,0.007910047,0.008608918,0.014771761,0.024477625,0.038961539,0.049937313,0.114153461
p51035,VA,0.00735758,0.008230315,0.007333619,0.009887558,0.010761148,0.018464702,0.030597032,0.045670583,0.055485903,0.118844907
p51045,VA,0,0,0,0,0,0,0,0,0,0
p51051,VA,0.002452527,0.002929489,0.002933448,0.003955023,0.004304459,0.007067891,0.011218912,0.018362595,0.024043891,0.052670421
p51063,VA,0.002452527,0.002929489,0.002933448,0.004367158,0.005380574,0.009550341,0.016318417,0.024357644,0.029592482,0.060707469
p51067,VA,0.067431167,0.082189262,0.084974623,0.15018033,0.217678091,0.348526752,0.538802034,0.789159953,0.94257881,2.189898812
p51071,VA,0.002452527,0.002929489,0.002933448,0.003955023,0.004304459,0.007067891,0.011218912,0.018362595,0.024043891,0.062707226
p51077,VA,0.004905053,0.005300826,0.004400171,0.005108265,0.004304459,0.007067891,0.011218912,0.015937523,0.018495301,0.039614969
p51089,VA,0.00735758,0.008230315,0.007333619,0.010299693,0.011837263,0.019993182,0.032636834,0.053565433,0.070282144,0.160908248
p51105,VA,0.019620214,0.023994061,0.024934304,0.037326914,0.046272935,0.074310382,0.11524882,0.157475426,0.175705361,0.370487407
p51121,VA,0.031882847,0.032501839,0.02346758,0.030815917,0.032283443,0.051896219,0.080572184,0.126732728,0.16090912,0.363552882
p51125,VA,0.039240427,0.052453333,0.061602398,0.078522004,0.078556378,0.120800776,0.178482685,0.263178303,0.31626965,0.657175087
p51141,VA,0.002452527,0.002371337,0.001466724,0.002389647,0.003228344,0.004903431,0.007139307,0.011464827,0.014796241,0.032026535
p51155,VA,0.04414548,0.052730797,0.052802055,0.097567067,0.146351609,0.237128397,0.371243986,0.552519689,0.669529901,1.393580111
p51161,VA,0.11225779,0.116782815,0.088791878,0.138780946,0.180076611,0.315091334,0.531586326,0.848772647,1.090531021,2.400184479
p51167,VA,0.009810107,0.010601652,0.008800343,0.013101475,0.016141722,0.027697053,0.045895548,0.076589449,0.101724156,0.232101138
p51169,VA,0.004905053,0.005300826,0.004400171,0.00634467,0.007532803,0.012925291,0.021417922,0.031969408,0.038840132,0.081351355
